city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Porto Alegre,71.0,2,2,1,4,accept,not furnished,1080.0,3920.0
Sao Paulo,42.0,1,1,0,2,accept,not furnished,530.0,3366.0
Sao Paulo,420.0,4,3,4,0,accept,not furnished,0.0,16480.0
Porto Alegre,169.0,2,1,1,0,accept,not furnished,0.0,2905.0
Sao Paulo,170.0,3,2,4,6,accept,not furnished,3678.0,6328.0
Sao Paulo,45.0,2,2,0,0,not accept,not furnished,0.0,1759.0
Sao Paulo,60.0,2,1,1,6,accept,not furnished,660.0,3493.0
Sao Paulo,76.0,3,2,2,3,accept,not furnished,915.0,2488.0
Porto Alegre,47.0,1,1,1,1,not accept,furnished,400.0,2633.0
Sao Paulo,22.0,1,1,0,25,accept,not furnished,472.0,2755.0
Rio de Janeiro,63.0,2,2,1,1,accept,not furnished,600.0,2516.0
Sao Paulo,33.0,1,1,1,7,not accept,furnished,630.0,4276.0
Sao Paulo,96.0,3,2,2,19,accept,not furnished,480.0,3060.0
Belo Horizonte,573.0,4,3,6,0,accept,not furnished,0.0,10900.0
Rio de Janeiro,84.0,3,1,0,2,accept,not furnished,805.0,3445.0
Campinas,400.0,4,4,3,0,accept,not furnished,1200.0,10490.0
Belo Horizonte,150.0,3,3,2,4,accept,not furnished,350.0,2326.0
Sao Paulo,120.0,3,1,0,11,accept,not furnished,680.0,2856.0
Sao Paulo,78.0,2,1,1,0,accept,not furnished,0.0,1808.0
Sao Paulo,20.0,1,1,0,4,accept,furnished,602.0,2555.0
Porto Alegre,117.0,2,1,1,4,accept,not furnished,380.0,2584.0
Sao Paulo,40.0,1,1,0,1,accept,furnished,350.0,2467.0
Rio de Janeiro,50.0,2,1,0,1,not accept,not furnished,1000.0,2165.0
Porto Alegre,80.0,3,1,1,1,accept,not furnished,350.0,1715.0
Sao Paulo,65.0,2,1,1,1,accept,not furnished,580.0,3270.0
Porto Alegre,90.0,2,2,0,3,accept,not furnished,320.0,1496.0
Sao Paulo,76.0,2,1,1,16,accept,furnished,700.0,6371.0
Campinas,85.0,3,2,2,9,accept,furnished,510.0,3714.0
Sao Paulo,76.0,1,2,2,5,accept,furnished,540.0,3596.0
Rio de Janeiro,92.0,2,1,1,12,accept,not furnished,1000.0,2997.0
Sao Paulo,150.0,3,3,3,0,accept,not furnished,100.0,5004.0
Sao Paulo,515.0,5,4,3,5,accept,not furnished,5600.0,21040.0
Porto Alegre,91.0,2,1,0,2,accept,not furnished,316.0,1755.0
Sao Paulo,161.0,3,3,3,23,accept,furnished,2000.0,17860.0
Sao Paulo,64.0,2,1,1,2,accept,not furnished,500.0,1929.0
Porto Alegre,59.0,1,1,1,12,accept,not furnished,300.0,2600.0
Belo Horizonte,150.0,4,4,4,12,accept,not furnished,890.0,5668.0
Sao Paulo,90.0,3,4,2,9,accept,furnished,1200.0,7036.0
Rio de Janeiro,30.0,1,1,0,5,accept,not furnished,653.0,2503.0
Sao Paulo,127.0,2,3,1,0,accept,not furnished,0.0,3264.0
Sao Paulo,48.0,1,1,1,2,not accept,not furnished,867.0,3330.0
Sao Paulo,90.0,2,2,1,0,not accept,not furnished,0.0,4982.0
Sao Paulo,20.0,1,1,0,5,accept,furnished,602.0,2555.0
Sao Paulo,82.0,2,1,1,5,accept,not furnished,1060.0,4423.0
Sao Paulo,66.0,2,2,2,15,accept,not furnished,580.0,3228.0
Sao Paulo,81.0,3,1,1,3,accept,not furnished,900.0,3878.0
Sao Paulo,170.0,3,3,3,0,accept,not furnished,0.0,4503.0
Belo Horizonte,280.0,4,7,4,6,not accept,not furnished,350.0,4050.0
Belo Horizonte,70.0,2,1,1,2,accept,not furnished,250.0,1759.0
Porto Alegre,69.0,2,2,2,10,accept,not furnished,670.0,3365.0
Belo Horizonte,143.0,3,2,3,11,not accept,not furnished,680.0,3384.0
Sao Paulo,50.0,1,1,0,0,not accept,not furnished,0.0,1303.0
Campinas,102.0,3,2,0,15,accept,not furnished,918.0,3698.0
Sao Paulo,60.0,2,1,0,0,accept,not furnished,0.0,1257.0
Campinas,265.0,3,3,2,0,accept,not furnished,0.0,2577.0
Rio de Janeiro,76.0,2,1,1,3,accept,not furnished,1353.0,4318.0
Sao Paulo,96.0,3,2,2,14,not accept,furnished,1122.0,10020.0
Sao Paulo,70.0,2,1,1,7,accept,furnished,467.0,2460.0
Sao Paulo,140.0,3,4,2,11,accept,furnished,1750.0,14520.0
Sao Paulo,81.0,2,1,1,3,not accept,not furnished,710.0,3773.0
Porto Alegre,52.0,2,1,0,2,accept,not furnished,380.0,1957.0
Sao Paulo,298.0,5,3,3,0,accept,not furnished,0.0,9505.0
Porto Alegre,70.0,2,2,2,9,accept,not furnished,535.0,2218.0
Sao Paulo,92.0,2,1,1,2,accept,not furnished,425.0,2053.0
Rio de Janeiro,190.0,4,3,2,17,accept,furnished,2500.0,12300.0
Porto Alegre,42.0,1,1,0,10,accept,not furnished,32000.0,32750.0
Sao Paulo,40.0,1,1,1,6,not accept,not furnished,765.0,3331.0
Rio de Janeiro,312.0,4,4,3,13,accept,not furnished,4000.0,20280.0
Sao Paulo,106.0,2,1,2,0,not accept,not furnished,0.0,2242.0
Campinas,110.0,3,3,2,0,accept,not furnished,560.0,4404.0
Sao Paulo,384.0,5,5,3,13,accept,not furnished,4000.0,13340.0
Porto Alegre,69.0,2,1,0,2,accept,not furnished,240.0,1868.0
Sao Paulo,82.0,2,2,0,13,accept,furnished,800.0,5396.0
Belo Horizonte,500.0,7,6,3,0,accept,not furnished,0.0,15630.0
Sao Paulo,130.0,3,2,1,12,accept,not furnished,1267.0,6159.0
Sao Paulo,55.0,1,1,0,0,accept,not furnished,0.0,1661.0
Sao Paulo,170.0,4,4,2,4,not accept,not furnished,1411.0,4664.0
Campinas,183.0,4,2,0,0,accept,not furnished,920.0,3595.0
Sao Paulo,336.0,3,5,3,0,accept,furnished,299.0,6598.0
Sao Paulo,45.0,1,1,1,1,not accept,furnished,3000.0,8590.0
Sao Paulo,40.0,1,1,0,3,accept,furnished,350.0,2112.0
Belo Horizonte,45.0,3,1,0,0,accept,not furnished,0.0,1449.0
Rio de Janeiro,180.0,3,3,0,0,accept,not furnished,20.0,2779.0
Sao Paulo,23.0,1,1,0,23,accept,not furnished,399.0,2568.0
Porto Alegre,53.0,1,1,0,2,accept,not furnished,277.0,805.0
Sao Paulo,100.0,2,2,1,6,accept,not furnished,1050.0,5341.0
Sao Paulo,400.0,4,5,4,8,accept,furnished,3884.0,14370.0
Rio de Janeiro,92.0,1,3,1,10,not accept,not furnished,1450.0,4571.0
Belo Horizonte,420.0,6,4,0,5,accept,not furnished,927.0,4879.0
Rio de Janeiro,78.0,3,1,1,14,not accept,furnished,900.0,3837.0
Sao Paulo,70.0,2,1,1,11,not accept,furnished,500.0,2328.0
Campinas,500.0,6,5,8,0,accept,not furnished,0.0,8746.0
Sao Paulo,130.0,3,4,2,3,not accept,furnished,2500.0,5193.0
Rio de Janeiro,24.0,1,1,0,12,not accept,not furnished,445.0,2513.0
Sao Paulo,125.0,2,1,1,11,accept,not furnished,700.0,2789.0
Sao Paulo,242.0,3,4,2,2,accept,not furnished,2200.0,7710.0
Sao Paulo,69.0,3,1,1,1,accept,not furnished,413.0,1628.0
Sao Paulo,135.0,2,2,1,8,accept,furnished,1063.0,4514.0
Belo Horizonte,43.0,2,1,1,2,accept,not furnished,199.0,928.0
Sao Paulo,565.0,4,5,6,0,accept,furnished,2337.0,19520.0
Porto Alegre,62.0,2,1,1,6,not accept,not furnished,485.0,1854.0
Belo Horizonte,112.0,4,1,2,0,accept,not furnished,0.0,2144.0
Sao Paulo,31.0,1,1,1,14,accept,not furnished,478.0,3085.0
Sao Paulo,89.0,3,3,0,9,accept,furnished,990.0,4669.0
Porto Alegre,100.0,2,2,0,0,accept,not furnished,0.0,2240.0
Sao Paulo,65.0,2,1,0,24,accept,furnished,650.0,6927.0
Campinas,60.0,3,2,0,2,accept,not furnished,350.0,2830.0
Porto Alegre,75.0,3,2,1,3,not accept,furnished,450.0,2527.0
Porto Alegre,41.0,1,1,1,2,accept,not furnished,540.0,1742.0
Sao Paulo,100.0,2,1,0,1,accept,furnished,765.0,4107.0
Sao Paulo,288.0,3,2,2,0,accept,not furnished,0.0,4213.0
Sao Paulo,400.0,5,6,0,0,accept,not furnished,0.0,5279.0
Sao Paulo,240.0,3,2,1,0,accept,not furnished,0.0,15890.0
Sao Paulo,80.0,1,1,1,0,accept,not furnished,0.0,1243.0
Campinas,43.0,2,1,1,0,accept,not furnished,274.0,1294.0
Sao Paulo,25.0,1,1,0,1,not accept,not furnished,0.0,1251.0
Sao Paulo,49.0,2,1,1,17,not accept,furnished,665.0,2791.0
Sao Paulo,40.0,1,1,0,0,not accept,not furnished,0.0,1048.0
Porto Alegre,71.0,2,1,0,2,accept,not furnished,0.0,1522.0
Sao Paulo,50.0,2,1,0,10,accept,not furnished,450.0,1924.0
Sao Paulo,44.0,1,1,0,0,accept,furnished,0.0,1953.0
Sao Paulo,400.0,4,2,8,0,accept,not furnished,0.0,7426.0
Porto Alegre,225.0,3,3,2,3,accept,not furnished,1100.0,5148.0
Rio de Janeiro,82.0,3,2,2,4,accept,not furnished,967.0,3288.0
Sao Paulo,102.0,3,1,1,0,accept,not furnished,0.0,1787.0
Porto Alegre,981.0,3,2,4,0,accept,furnished,0.0,11630.0
Rio de Janeiro,25.0,1,1,0,0,accept,not furnished,50.0,760.0
Sao Paulo,230.0,3,4,0,16,accept,furnished,1700.0,5439.0
Sao Paulo,280.0,3,4,3,3,accept,not furnished,1717.0,7233.0
Sao Paulo,69.0,3,1,1,8,accept,not furnished,650.0,2102.0
Rio de Janeiro,58.0,1,2,0,5,accept,not furnished,700.0,2411.0
Campinas,58.0,1,1,0,3,accept,not furnished,500.0,1602.0
Campinas,64.0,2,1,1,0,accept,not furnished,441.0,1199.0
Sao Paulo,84.0,3,1,1,6,accept,not furnished,670.0,2978.0
Rio de Janeiro,35.0,1,1,0,7,not accept,not furnished,450.0,1586.0
Rio de Janeiro,78.0,2,1,0,5,accept,not furnished,850.0,2565.0
Sao Paulo,55.0,2,1,2,4,not accept,not furnished,780.0,1915.0
Sao Paulo,250.0,4,5,4,5,accept,furnished,3500.0,20230.0
Rio de Janeiro,110.0,3,2,0,7,not accept,not furnished,1100.0,6323.0
Sao Paulo,206.0,2,1,3,0,accept,not furnished,0.0,3767.0
Sao Paulo,150.0,3,4,1,0,accept,not furnished,0.0,4805.0
Sao Paulo,180.0,4,3,2,11,accept,furnished,1880.0,11460.0
Sao Paulo,330.0,4,5,4,0,accept,not furnished,0.0,7348.0
Sao Paulo,68.0,1,1,0,0,not accept,not furnished,0.0,1117.0
Sao Paulo,280.0,4,4,4,6,not accept,furnished,3200.0,9377.0
Campinas,85.0,3,2,1,7,accept,not furnished,915.0,2498.0
Sao Paulo,55.0,2,1,0,1,accept,not furnished,340.0,1890.0
Sao Paulo,90.0,3,2,1,13,not accept,not furnished,1100.0,3961.0
Belo Horizonte,96.0,3,1,1,0,not accept,not furnished,0.0,1254.0
Belo Horizonte,250.0,4,1,8,0,accept,not furnished,0.0,2391.0
Porto Alegre,80.0,2,2,1,2,accept,not furnished,500.0,2427.0
Porto Alegre,41.0,1,2,1,9,accept,not furnished,400.0,3308.0
Sao Paulo,75.0,2,1,3,5,not accept,not furnished,700.0,3482.0
Sao Paulo,800.0,7,7,8,0,accept,not furnished,0.0,12140.0
Rio de Janeiro,45.0,1,1,0,5,accept,not furnished,750.0,1797.0
Sao Paulo,74.0,2,2,2,17,accept,not furnished,1000.0,6184.0
Belo Horizonte,160.0,4,3,2,0,accept,not furnished,0.0,3904.0
Sao Paulo,50.0,1,1,0,3,accept,not furnished,400.0,1979.0
Sao Paulo,126.0,2,3,1,9,accept,furnished,2000.0,12440.0
Rio de Janeiro,65.0,1,1,1,6,not accept,furnished,1100.0,5586.0
Sao Paulo,120.0,3,2,2,8,accept,not furnished,740.0,5029.0
Belo Horizonte,150.0,4,2,2,8,accept,not furnished,730.0,5382.0
Campinas,76.0,1,1,1,1,not accept,furnished,969.0,3631.0
Sao Paulo,226.0,4,5,4,1,accept,not furnished,4360.0,21790.0
Sao Paulo,22.0,1,1,0,0,not accept,not furnished,0.0,991.0
Campinas,154.0,3,3,1,14,not accept,not furnished,1700.0,8283.0
Sao Paulo,56.0,2,2,2,1,accept,not furnished,480.0,2173.0
Belo Horizonte,212.0,3,5,4,0,accept,not furnished,0.0,4662.0
Sao Paulo,62.0,3,2,1,4,accept,not furnished,400.0,1792.0
Rio de Janeiro,80.0,2,2,2,3,not accept,not furnished,4200.0,12430.0
Sao Paulo,420.0,4,4,4,7,accept,not furnished,6000.0,20150.0
Porto Alegre,32.0,1,1,0,0,accept,furnished,230.0,1014.0
Sao Paulo,30.0,1,1,1,9,not accept,not furnished,0.0,3039.0
Campinas,70.0,2,2,0,5,not accept,not furnished,0.0,1078.0
Sao Paulo,200.0,3,3,2,0,not accept,not furnished,0.0,6841.0
Sao Paulo,25.0,1,1,0,2,accept,not furnished,105.0,1452.0
Sao Paulo,42.0,1,1,1,9,accept,furnished,768.0,4528.0
Sao Paulo,135.0,3,3,2,1,accept,furnished,1650.0,6538.0
Porto Alegre,47.0,1,1,0,3,accept,not furnished,250.0,1202.0
Porto Alegre,35.0,1,1,0,3,accept,furnished,200.0,1108.0
Sao Paulo,75.0,3,2,0,12,not accept,furnished,800.0,3129.0
Sao Paulo,300.0,2,2,0,0,accept,furnished,0.0,3338.0
Sao Paulo,45.0,1,1,1,14,not accept,furnished,2200.0,4697.0
Belo Horizonte,850.0,5,7,8,0,accept,not furnished,0.0,10170.0
Porto Alegre,140.0,3,2,2,3,accept,not furnished,686.0,3980.0
Sao Paulo,60.0,2,1,0,0,not accept,not furnished,0.0,1241.0
Sao Paulo,50.0,1,1,0,0,not accept,not furnished,0.0,1303.0
Campinas,150.0,4,5,2,1,accept,not furnished,1100.0,4357.0
Sao Paulo,160.0,3,2,1,1,accept,not furnished,185.0,8217.0
Sao Paulo,334.0,3,3,8,0,accept,not furnished,0.0,8939.0
Sao Paulo,330.0,4,3,0,0,accept,not furnished,0.0,10700.0
Porto Alegre,38.0,1,1,0,4,accept,furnished,190.0,2037.0
Belo Horizonte,280.0,4,7,4,6,not accept,not furnished,350.0,4032.0
Sao Paulo,200.0,3,3,2,12,accept,not furnished,2000.0,9000.0
Sao Paulo,100.0,4,5,2,7,accept,not furnished,2400.0,11510.0
Rio de Janeiro,80.0,2,1,0,2,accept,furnished,515.0,2035.0
Sao Paulo,267.0,3,6,6,0,accept,not furnished,0.0,5343.0
Rio de Janeiro,130.0,3,1,1,2,accept,not furnished,1000.0,4730.0
Belo Horizonte,70.0,2,3,1,12,accept,furnished,700.0,3348.0
Sao Paulo,213.0,3,5,5,10,accept,not furnished,3800.0,10080.0
Sao Paulo,35.0,1,1,0,0,not accept,not furnished,0.0,832.0
Belo Horizonte,312.0,4,5,4,15,accept,not furnished,3150.0,20100.0
Sao Paulo,160.0,3,4,3,4,accept,not furnished,2087.0,4917.0
Sao Paulo,22.0,1,1,0,26,accept,not furnished,295.0,2365.0
Sao Paulo,400.0,4,4,3,1,accept,furnished,3000.0,13130.0
Sao Paulo,45.0,1,2,1,11,accept,not furnished,495.0,2721.0
Sao Paulo,237.0,4,4,0,13,not accept,not furnished,3168.0,12300.0
Sao Paulo,180.0,3,3,0,0,accept,not furnished,0.0,13910.0
Sao Paulo,30.0,1,1,0,2,not accept,not furnished,349.0,2177.0
Sao Paulo,13.0,1,1,0,2,accept,not furnished,0.0,2270.0
Sao Paulo,140.0,4,4,2,0,accept,furnished,0.0,7010.0
Belo Horizonte,62.0,2,1,1,3,accept,not furnished,100.0,1248.0
Rio de Janeiro,76.0,2,1,0,3,accept,not furnished,625.0,1688.0
Sao Paulo,220.0,3,4,4,15,accept,not furnished,1587.0,6602.0
Campinas,143.0,3,3,2,6,accept,not furnished,1600.0,5192.0
Campinas,44.0,2,1,0,2,accept,not furnished,272.0,931.0
Sao Paulo,90.0,3,2,1,10,accept,not furnished,934.0,2468.0
Belo Horizonte,190.0,4,3,3,10,accept,furnished,1384.0,6605.0
Sao Paulo,79.0,2,3,1,14,accept,not furnished,2500.0,6140.0
Sao Paulo,45.0,1,1,2,8,accept,not furnished,695.0,2688.0
Campinas,73.0,3,2,2,17,accept,not furnished,570.0,3126.0
Sao Paulo,168.0,3,4,5,7,accept,furnished,1610.0,5446.0
Sao Paulo,95.0,3,2,3,20,not accept,not furnished,687.0,3260.0
Porto Alegre,180.0,2,2,1,4,accept,not furnished,170.0,2226.0
Porto Alegre,65.0,2,2,0,5,not accept,not furnished,485.0,1983.0
Belo Horizonte,110.0,4,2,0,0,accept,not furnished,0.0,1881.0
Sao Paulo,58.0,1,1,1,13,accept,furnished,750.0,5710.0
Belo Horizonte,15.0,1,1,0,0,accept,not furnished,45.0,719.0
Sao Paulo,213.0,4,3,5,0,accept,not furnished,0.0,4257.0
Sao Paulo,162.0,4,4,3,7,not accept,not furnished,1500.0,7961.0
Sao Paulo,49.0,1,1,0,12,not accept,furnished,443.0,4381.0
Sao Paulo,32.0,1,1,0,2,accept,not furnished,0.0,1418.0
Belo Horizonte,78.0,3,2,2,16,accept,not furnished,875.0,3435.0
Porto Alegre,240.0,4,4,2,0,accept,not furnished,0.0,5719.0
Campinas,150.0,3,2,1,0,accept,not furnished,0.0,1507.0
Belo Horizonte,60.0,2,1,1,2,accept,not furnished,275.0,1588.0
Belo Horizonte,160.0,3,2,3,4,not accept,not furnished,460.0,4184.0
Sao Paulo,74.0,2,2,2,7,accept,not furnished,1100.0,4707.0
Sao Paulo,280.0,4,4,8,0,accept,not furnished,0.0,7834.0
Porto Alegre,42.0,1,1,0,6,not accept,not furnished,320.0,1204.0
Porto Alegre,102.0,3,2,5,0,accept,not furnished,0.0,3131.0
Sao Paulo,123.0,3,2,2,11,accept,not furnished,1342.0,3827.0
Porto Alegre,50.0,2,1,1,0,accept,not furnished,0.0,1043.0
Sao Paulo,125.0,3,2,2,0,accept,not furnished,0.0,1731.0
Porto Alegre,240.0,3,2,4,0,accept,not furnished,0.0,6098.0
Sao Paulo,85.0,3,2,3,3,accept,furnished,1100.0,3278.0
Belo Horizonte,260.0,4,5,4,5,accept,not furnished,2405.0,17760.0
Sao Paulo,22.0,1,1,0,0,not accept,not furnished,0.0,884.0
Sao Paulo,278.0,3,2,1,11,accept,not furnished,2640.0,11140.0
Sao Paulo,18.0,1,1,0,8,accept,not furnished,400.0,1575.0
Rio de Janeiro,196.0,3,4,1,11,accept,not furnished,1500.0,7571.0
Sao Paulo,26.0,1,1,0,3,accept,not furnished,200.0,3746.0
Sao Paulo,100.0,4,2,2,0,accept,not furnished,0.0,3595.0
Sao Paulo,460.0,4,3,6,8,accept,not furnished,4400.0,16190.0
Sao Paulo,189.0,4,3,2,5,not accept,furnished,2300.0,9467.0
Sao Paulo,226.0,3,3,0,0,accept,furnished,0.0,6125.0
Sao Paulo,418.0,2,4,3,17,not accept,not furnished,5274.0,12350.0
Campinas,660.0,5,5,4,0,accept,not furnished,1400.0,7476.0
Campinas,120.0,1,2,1,0,accept,not furnished,0.0,1129.0
Sao Paulo,70.0,2,1,1,1,accept,not furnished,484.0,1618.0
Sao Paulo,400.0,10,5,8,0,accept,not furnished,0.0,12480.0
Campinas,82.0,3,3,2,4,accept,not furnished,550.0,2223.0
Sao Paulo,210.0,3,4,4,11,accept,furnished,2000.0,18190.0
Sao Paulo,92.0,3,2,2,11,accept,not furnished,660.0,2690.0
Belo Horizonte,64.0,3,1,0,3,not accept,not furnished,215.0,1661.0
Porto Alegre,35.0,2,1,0,1,not accept,furnished,0.0,1370.0
Sao Paulo,120.0,2,2,2,0,accept,not furnished,0.0,2957.0
Sao Paulo,16.0,1,1,0,1,not accept,not furnished,0.0,1275.0
Porto Alegre,60.0,2,1,0,2,accept,not furnished,300.0,1264.0
Campinas,223.0,3,5,2,2,accept,not furnished,1400.0,5032.0
Sao Paulo,50.0,1,1,0,0,not accept,not furnished,0.0,813.0
Porto Alegre,30.0,1,1,0,5,accept,not furnished,400.0,1389.0
Sao Paulo,111.0,2,2,1,14,not accept,not furnished,1400.0,5120.0
Sao Paulo,290.0,4,3,2,1,not accept,furnished,2890.0,10990.0
Campinas,80.0,3,1,1,1,accept,not furnished,380.0,1768.0
Sao Paulo,353.0,4,5,5,46,accept,not furnished,3000.0,13130.0
Sao Paulo,55.0,2,1,1,18,accept,not furnished,635.0,2731.0
Campinas,49.0,2,1,1,1,accept,not furnished,263.0,1314.0
Rio de Janeiro,50.0,2,1,0,4,accept,not furnished,450.0,1332.0
Sao Paulo,182.0,4,4,2,10,accept,not furnished,2965.0,9647.0
Sao Paulo,42.0,1,1,1,9,accept,furnished,565.0,4438.0
Sao Paulo,500.0,5,7,5,22,accept,not furnished,5500.0,21760.0
Sao Paulo,56.0,1,1,0,0,not accept,not furnished,0.0,1267.0
Rio de Janeiro,170.0,3,2,1,9,accept,not furnished,2000.0,7044.0
Sao Paulo,160.0,3,3,2,8,accept,not furnished,2000.0,7634.0
Sao Paulo,70.0,1,1,2,0,accept,not furnished,0.0,1383.0
Campinas,120.0,2,1,4,0,accept,not furnished,0.0,2496.0
Rio de Janeiro,65.0,2,1,1,3,accept,furnished,550.0,2222.0
Sao Paulo,300.0,4,4,6,7,not accept,furnished,4000.0,10750.0
Sao Paulo,140.0,3,2,2,8,accept,furnished,1050.0,13410.0
Sao Paulo,108.0,2,3,2,0,accept,not furnished,450.0,2832.0
Porto Alegre,220.0,3,3,4,0,accept,not furnished,0.0,4905.0
Sao Paulo,157.0,3,3,4,19,accept,not furnished,1300.0,6988.0
Sao Paulo,101.0,3,4,2,5,accept,not furnished,1300.0,4800.0
Sao Paulo,87.0,3,2,4,14,accept,not furnished,800.0,2893.0
Campinas,123.0,3,2,2,13,accept,not furnished,834.0,3008.0
Sao Paulo,67.0,1,2,1,12,accept,furnished,815.0,3443.0
Sao Paulo,200.0,3,3,8,0,accept,not furnished,0.0,5057.0
Sao Paulo,48.0,2,1,1,8,accept,not furnished,545.0,2287.0
Belo Horizonte,51.0,2,1,1,2,accept,not furnished,260.0,997.0
Sao Paulo,54.0,2,1,1,5,not accept,not furnished,245.0,1566.0
Sao Paulo,280.0,3,3,2,9,accept,furnished,3000.0,9414.0
Sao Paulo,172.0,3,4,3,5,accept,furnished,1650.0,10440.0
Sao Paulo,136.0,3,2,2,13,accept,furnished,1259.0,16820.0
Sao Paulo,300.0,4,2,0,5,accept,not furnished,6000.0,22030.0
Sao Paulo,26.0,1,1,0,6,accept,furnished,250.0,2622.0
Rio de Janeiro,52.0,1,1,0,2,accept,not furnished,477.0,1715.0
Rio de Janeiro,72.0,2,2,1,5,accept,not furnished,500.0,1721.0
Rio de Janeiro,240.0,3,3,1,8,accept,furnished,2300.0,9808.0
Sao Paulo,100.0,3,2,6,0,accept,not furnished,0.0,8613.0
Rio de Janeiro,145.0,3,3,2,4,not accept,not furnished,4000.0,16120.0
Sao Paulo,60.0,2,2,2,0,accept,not furnished,165.0,2212.0
Porto Alegre,260.0,2,2,1,3,accept,not furnished,170.0,2225.0
Belo Horizonte,28.0,1,1,0,0,not accept,furnished,550.0,1665.0
Campinas,25.0,1,1,0,3,not accept,not furnished,300.0,1313.0
Sao Paulo,45.0,2,1,1,9,accept,not furnished,300.0,2279.0
Belo Horizonte,115.0,3,2,2,3,accept,not furnished,450.0,2559.0
Porto Alegre,48.0,2,1,0,4,accept,not furnished,468.0,1308.0
Sao Paulo,150.0,3,3,8,0,accept,not furnished,0.0,9205.0
Sao Paulo,160.0,4,3,2,0,accept,not furnished,0.0,4108.0
Sao Paulo,700.0,4,4,4,0,accept,not furnished,0.0,32040.0
Sao Paulo,340.0,4,6,4,11,not accept,not furnished,4800.0,14210.0
Rio de Janeiro,25.0,1,1,0,3,accept,not furnished,561.0,2081.0
Sao Paulo,79.0,3,2,2,11,accept,not furnished,652.0,2049.0
Sao Paulo,35.0,1,1,1,2,accept,not furnished,530.0,2285.0
Sao Paulo,270.0,3,4,0,1,accept,not furnished,0.0,3710.0
Sao Paulo,156.0,3,4,3,7,not accept,not furnished,1417.0,6981.0
Sao Paulo,50.0,1,1,1,8,accept,furnished,600.0,3420.0
Sao Paulo,60.0,1,1,2,2,not accept,not furnished,3398.0,5611.0
Sao Paulo,140.0,3,4,3,18,accept,not furnished,1100.0,5640.0
Sao Paulo,53.0,1,1,0,2,not accept,not furnished,170.0,1940.0
Sao Paulo,200.0,4,4,4,0,accept,not furnished,0.0,4734.0
Belo Horizonte,125.0,4,2,2,1,not accept,not furnished,1100.0,3495.0
Sao Paulo,160.0,3,4,3,0,accept,furnished,0.0,9491.0
Campinas,300.0,4,5,3,9,accept,not furnished,1650.0,11730.0
Belo Horizonte,175.0,3,3,2,4,accept,furnished,400.0,4355.0
Rio de Janeiro,158.0,3,2,2,14,accept,furnished,2000.0,10550.0
Rio de Janeiro,110.0,3,2,1,4,accept,not furnished,1200.0,4346.0
Sao Paulo,168.0,3,2,2,0,accept,not furnished,0.0,2690.0
Sao Paulo,120.0,3,1,2,0,not accept,not furnished,0.0,3670.0
Belo Horizonte,230.0,4,3,4,7,accept,furnished,3100.0,19800.0
Sao Paulo,255.0,3,4,2,10,accept,furnished,2600.0,9177.0
Sao Paulo,23.0,1,1,1,26,accept,not furnished,472.0,2861.0
Sao Paulo,120.0,3,2,1,1,not accept,not furnished,870.0,3562.0
Sao Paulo,45.0,1,1,2,8,accept,not furnished,695.0,2688.0
Belo Horizonte,154.0,3,2,1,1,accept,not furnished,300.0,2486.0
Rio de Janeiro,50.0,1,1,1,13,not accept,furnished,0.0,4579.0
Rio de Janeiro,104.0,3,2,2,4,accept,furnished,1549.0,8977.0
Sao Paulo,50.0,2,1,1,9,accept,not furnished,978.0,3563.0
Porto Alegre,75.0,2,2,1,6,accept,not furnished,383.0,1921.0
Sao Paulo,145.0,3,2,1,2,accept,furnished,1017.0,3055.0
Sao Paulo,211.0,3,5,3,12,accept,furnished,2500.0,10340.0
Sao Paulo,30.0,1,1,0,2,not accept,not furnished,0.0,2087.0
Campinas,170.0,4,3,1,10,not accept,not furnished,1470.0,5217.0
Sao Paulo,86.0,2,2,1,4,accept,not furnished,690.0,2708.0
Rio de Janeiro,230.0,3,4,3,10,accept,not furnished,2000.0,5595.0
Sao Paulo,61.0,1,2,2,1,not accept,furnished,2200.0,6501.0
Sao Paulo,383.0,4,4,5,11,not accept,not furnished,2189.0,5941.0
Sao Paulo,210.0,3,3,0,0,accept,not furnished,0.0,6317.0
Sao Paulo,60.0,2,2,1,14,not accept,furnished,916.0,6697.0
Sao Paulo,213.0,4,6,4,1,accept,furnished,3200.0,12780.0
Porto Alegre,93.0,2,2,3,6,accept,furnished,873.0,5054.0
Sao Paulo,50.0,1,1,1,20,not accept,furnished,781.0,6361.0
Sao Paulo,149.0,2,3,3,21,accept,not furnished,1603.0,7044.0
Sao Paulo,410.0,4,5,5,1,accept,not furnished,0.0,20250.0
Sao Paulo,40.0,1,1,1,14,accept,furnished,474.0,3795.0
Rio de Janeiro,46.0,1,1,0,11,accept,furnished,659.0,2280.0
Sao Paulo,378.0,4,4,8,0,accept,furnished,0.0,11490.0
Sao Paulo,60.0,2,2,2,11,accept,furnished,760.0,4741.0
Rio de Janeiro,180.0,2,3,1,3,accept,furnished,2500.0,11810.0
Belo Horizonte,70.0,2,2,2,1,not accept,not furnished,300.0,1864.0
Sao Paulo,68.0,2,1,1,9,accept,not furnished,0.0,2127.0
Rio de Janeiro,85.0,2,2,1,4,accept,not furnished,763.0,2665.0
Belo Horizonte,140.0,4,2,2,2,accept,not furnished,450.0,2983.0
